Zip Code XXXXX,Type,Year,Currency,Amount,Zip_Code
Zip Code 10069,Families with Children,2019,Dollars,250001,10069
Zip Code 10069,Families with Children,2018,Dollars,254530.4935,10069
Zip Code 10069,Families with Children,2017,Dollars,260735.115,10069
Zip Code 10069,All Households,2019,Dollars,132500,10069
Zip Code 10069,Families without Children,2019,Dollars,129701,10069
Zip Code 10069,All Households,2018,Dollars,112629.2929,10069
Zip Code 10069,Families without Children,2017,Dollars,150501.964,10069
Zip Code 10069,Families without Children,2018,Dollars,151365.6247,10069
Zip Code 10069,All Households,2017,Dollars,142991.7798,10069
Zip Code 10069,Families,2018,Dollars,183060.6531,10069
Zip Code 10075,Families,2018,Dollars,179908.56,10075
Zip Code 10075,Families,2017,Dollars,179178.5402,10075
Zip Code 10075,Families with Children,2019,Dollars,175724,10075
Zip Code 10075,Families,2019,Dollars,177237,10075
Zip Code 10075,Families without Children,2019,Dollars,178698,10075
Zip Code 10075,Families with Children,2018,Dollars,171854.2293,10075
Zip Code 10075,All Households,2019,Dollars,138640,10075
Zip Code 10075,All Households,2018,Dollars,139630.7977,10075
Zip Code 10075,All Households,2017,Dollars,135158.2853,10075
Zip Code 10075,Families with Children,2017,Dollars,148317.0125,10075
Zip Code 10075,Families without Children,2017,Dollars,249157.4792,10075
Zip Code 10075,Families without Children,2018,Dollars,197642.1376,10075
Zip Code 10128,Families,2019,Dollars,192940,10128
Zip Code 10128,Families,2017,Dollars,195303.3781,10128
Zip Code 10128,Families,2018,Dollars,201396.9565,10128
Zip Code 10128,Families with Children,2018,Dollars,235926.4251,10128
Zip Code 10128,Families with Children,2019,Dollars,235861,10128
Zip Code 10128,Families with Children,2017,Dollars,222706.5291,10128
Zip Code 10128,Families without Children,2019,Dollars,177072,10128
Zip Code 10128,Families without Children,2017,Dollars,179632.2175,10128
Zip Code 10128,Families without Children,2018,Dollars,182172.8542,10128
Zip Code 10128,All Households,2018,Dollars,116075.622,10128
Zip Code 10128,All Households,2017,Dollars,116743.1593,10128
Zip Code 10128,All Households,2019,Dollars,121829,10128
Zip Code 10280,All Households,2019,Dollars,182760,10280
Zip Code 10280,All Households,2017,Dollars,168349.7327,10280
Zip Code 10280,All Households,2018,Dollars,172921.2169,10280
Zip Code 10280,Families,2019,Dollars,247627,10280
Zip Code 10280,Families with Children,2018,Dollars,247584.8932,10280
Zip Code 10280,Families with Children,2019,Dollars,250001,10280
Zip Code 10280,Families without Children,2018,Dollars,198193.9575,10280
Zip Code 10280,Families without Children,2017,Dollars,197740.7202,10280
Zip Code 10280,Families without Children,2019,Dollars,213482,10280
Zip Code 10280,Families with Children,2017,Dollars,218396.0734,10280
Zip Code 10280,Families,2018,Dollars,216125.05,10280
Zip Code 10280,Families,2017,Dollars,214943.9543,10280
Zip Code 10282,Families with Children,2019,Dollars,250001,10282
Zip Code 10282,Families,2019,Dollars,250001,10282
Zip Code 10282,Families without Children,2019,Dollars,250001,10282
Zip Code 10282,Families with Children,2017,Dollars,260735.115,10282
Zip Code 10282,Families,2018,Dollars,254530.4935,10282
Zip Code 10282,All Households,2018,Dollars,254530.4935,10282
Zip Code 10282,Families without Children,2017,Dollars,260735.115,10282
Zip Code 10282,Families,2017,Dollars,260735.115,10282
Zip Code 10282,Families with Children,2018,Dollars,254530.4935,10282
Zip Code 10282,Families without Children,2018,Dollars,254530.4935,10282
Zip Code 10282,All Households,2019,Dollars,250001,10282
Zip Code 10282,All Households,2017,Dollars,260735.115,10282
Zip Code 10301,All Households,2019,Dollars,62052,10301
Zip Code 10301,All Households,2017,Dollars,58214.61773,10301
Zip Code 10301,All Households,2018,Dollars,56813.01514,10301
Zip Code 10301,Families with Children,2019,Dollars,60223,10301
Zip Code 10301,Families with Children,2017,Dollars,54489.24931,10301
Zip Code 10301,Families with Children,2018,Dollars,54460.14467,10301
Zip Code 10301,Families,2019,Dollars,82267,10301
Zip Code 10301,Families without Children,2017,Dollars,88545.29086,10301
Zip Code 10301,Families without Children,2019,Dollars,89521,10301
Zip Code 10301,Families without Children,2018,Dollars,86559.36587,10301
Zip Code 10301,Families,2017,Dollars,74895.34072,10301
Zip Code 10301,Families,2018,Dollars,75760.18929,10301
Zip Code 10302,Families,2017,Dollars,75632.69668,10302
Zip Code 10302,Families with Children,2018,Dollars,71095.17307,10302
Zip Code 10302,All Households,2019,Dollars,66096,10302
Zip Code 10302,Families,2018,Dollars,87335.17171,10302
Zip Code 10302,Families with Children,2019,Dollars,77853,10302
Zip Code 10302,Families with Children,2017,Dollars,63710.89197,10302
Zip Code 10302,All Households,2017,Dollars,63585.73961,10302
Zip Code 10302,All Households,2018,Dollars,65264.41184,10302
Zip Code 10302,Families without Children,2019,Dollars,99420,10302
Zip Code 10302,Families without Children,2018,Dollars,95627.74202,10302
Zip Code 10302,Families,2019,Dollars,93750,10302
Zip Code 10302,Families without Children,2017,Dollars,91130.72992,10302
Zip Code 10303,Families with Children,2017,Dollars,65114.68421,10303
Zip Code 10303,All Households,2018,Dollars,63691.41969,10303
Zip Code 10303,All Households,2017,Dollars,62469.79778,10303
Zip Code 10303,Families without Children,2019,Dollars,80817,10303
Zip Code 10303,Families with Children,2018,Dollars,68017.40265,10303
Zip Code 10303,Families,2017,Dollars,67367.42659,10303
Zip Code 10303,Families with Children,2019,Dollars,67266,10303
Zip Code 10303,All Households,2019,Dollars,67215,10303
Zip Code 10303,Families without Children,2018,Dollars,69543.56138,10303
Zip Code 10303,Families,2018,Dollars,68580.42185,10303
Zip Code 10303,Families without Children,2017,Dollars,71862.48199,10303
Zip Code 10303,Families,2019,Dollars,74187,10303
Zip Code 10304,Families,2018,Dollars,74925.33261,10304
Zip Code 10304,Families,2019,Dollars,73135,10304
Zip Code 10304,Families,2017,Dollars,72985.72438,10304
Zip Code 10304,Families without Children,2019,Dollars,90167,10304
Zip Code 10304,Families without Children,2017,Dollars,83677.9072,10304
Zip Code 10304,Families without Children,2018,Dollars,85005.71796,10304
Zip Code 10304,Families with Children,2018,Dollars,65110.67604,10304
Zip Code 10304,Families with Children,2017,Dollars,60792.75623,10304
Zip Code 10304,All Households,2017,Dollars,56909.90443,10304
Zip Code 10304,Families with Children,2019,Dollars,58781,10304
Zip Code 10304,All Households,2019,Dollars,54199,10304
Zip Code 10304,All Households,2018,Dollars,53144.73634,10304
Zip Code 10305,Families,2017,Dollars,90491.40997,10305
Zip Code 10305,Families with Children,2018,Dollars,89283.84938,10305
Zip Code 10305,Families with Children,2017,Dollars,88385.72161,10305
Zip Code 10305,All Households,2019,Dollars,79742,10305
Zip Code 10305,All Households,2018,Dollars,77874.82017,10305
Zip Code 10305,All Households,2017,Dollars,79309.04709,10305
Zip Code 10305,Families with Children,2019,Dollars,91282,10305
Zip Code 10305,Families,2018,Dollars,90653.21796,10305
Zip Code 10305,Families without Children,2017,Dollars,94264.75346,10305
Zip Code 10305,Families without Children,2018,Dollars,95255.11087,10305
Zip Code 10305,Families,2019,Dollars,95406,10305
Zip Code 10305,Families without Children,2019,Dollars,97097,10305
Zip Code 10306,Families without Children,2019,Dollars,97884,10306
Zip Code 10306,Families,2018,Dollars,95596.18037,10306
Zip Code 10306,Families without Children,2018,Dollars,96562.37426,10306
Zip Code 10306,Families,2019,Dollars,96131,10306
Zip Code 10306,Families with Children,2018,Dollars,91164.31314,10306
Zip Code 10306,Families without Children,2017,Dollars,100483.7825,10306
Zip Code 10306,Families,2017,Dollars,102434.0734,10306
Zip Code 10306,Families with Children,2017,Dollars,107569.4917,10306
Zip Code 10306,All Households,2018,Dollars,81010.62331,10306
Zip Code 10306,All Households,2019,Dollars,80834,10306
Zip Code 10306,Families with Children,2019,Dollars,89390,10306
Zip Code 10306,All Households,2017,Dollars,83460.97645,10306
Zip Code 10307,All Households,2017,Dollars,84849.12465,10307
Zip Code 10307,All Households,2019,Dollars,85103,10307
Zip Code 10307,All Households,2018,Dollars,82358.61141,10307
Zip Code 10307,Families with Children,2019,Dollars,108073,10307
Zip Code 10307,Families without Children,2018,Dollars,108175.027,10307
Zip Code 10307,Families without Children,2017,Dollars,107070.9681,10307
Zip Code 10307,Families,2017,Dollars,109736.7133,10307
Zip Code 10307,Families,2018,Dollars,100688.8061,10307
Zip Code 10307,Families with Children,2018,Dollars,98683.11385,10307
Zip Code 10307,Families without Children,2019,Dollars,118715,10307
Zip Code 10307,Families,2019,Dollars,113839,10307
Zip Code 10307,Families with Children,2017,Dollars,114722.9917,10307
Zip Code 10308,Families without Children,2019,Dollars,112661,10308
Zip Code 10308,Families,2019,Dollars,113498,10308
Zip Code 10308,Families with Children,2019,Dollars,116021,10308
Zip Code 10308,All Households,2017,Dollars,95901.1205,10308
Zip Code 10308,All Households,2018,Dollars,95665.41239,10308
Zip Code 10308,All Households,2019,Dollars,103027,10308
Zip Code 10308,Families with Children,2018,Dollars,106953.2856,10308
Zip Code 10308,Families,2018,Dollars,106390.2664,10308
Zip Code 10308,Families,2017,Dollars,106612.0762,10308
Zip Code 10308,Families without Children,2017,Dollars,105843.4321,10308
Zip Code 10308,Families without Children,2018,Dollars,105694.8918,10308
Zip Code 10308,Families with Children,2017,Dollars,107329.6163,10308
Zip Code 10309,Families without Children,2018,Dollars,108574.1293,10309
Zip Code 10309,All Households,2019,Dollars,109457,10309
Zip Code 10309,Families without Children,2017,Dollars,109169.356,10309
Zip Code 10309,All Households,2017,Dollars,104651.356,10309
Zip Code 10309,All Households,2018,Dollars,105044.3145,10309
Zip Code 10309,Families,2018,Dollars,116149.9446,10309
Zip Code 10309,Families with Children,2017,Dollars,118424.3726,10309
Zip Code 10309,Families,2017,Dollars,114685.446,10309
Zip Code 10309,Families without Children,2019,Dollars,114768,10309
Zip Code 10309,Families with Children,2018,Dollars,124294.8878,10309
Zip Code 10309,Families,2019,Dollars,126350,10309
Zip Code 10309,Families with Children,2019,Dollars,132473,10309
Zip Code 10310,Families without Children,2018,Dollars,96344.49703,10310
Zip Code 10310,Families without Children,2019,Dollars,98788,10310
Zip Code 10310,Families without Children,2017,Dollars,90837.66482,10310
Zip Code 10310,Families,2017,Dollars,81288.54017,10310
Zip Code 10310,Families with Children,2019,Dollars,77165,10310
Zip Code 10310,Families,2018,Dollars,85292.8272,10310
Zip Code 10310,Families,2019,Dollars,90379,10310
Zip Code 10310,All Households,2018,Dollars,73399.17388,10310
Zip Code 10310,Families with Children,2017,Dollars,72462.17036,10310
Zip Code 10310,All Households,2017,Dollars,72836.58449,10310
Zip Code 10310,Families with Children,2018,Dollars,74127.12818,10310
Zip Code 10310,All Households,2019,Dollars,76075,10310
Zip Code 10312,All Households,2017,Dollars,94695.48615,10312
Zip Code 10312,All Households,2019,Dollars,97407,10312
Zip Code 10312,All Households,2018,Dollars,96786.36019,10312
Zip Code 10312,Families,2018,Dollars,109828.4505,10312
Zip Code 10312,Families,2017,Dollars,108771.9972,10312
Zip Code 10312,Families without Children,2018,Dollars,105968.7655,10312
Zip Code 10312,Families without Children,2019,Dollars,106667,10312
Zip Code 10312,Families without Children,2017,Dollars,107119.9861,10312
Zip Code 10312,Families,2019,Dollars,113327,10312
Zip Code 10312,Families with Children,2017,Dollars,113252.4515,10312
Zip Code 10312,Families with Children,2019,Dollars,119989,10312
Zip Code 10312,Families with Children,2018,Dollars,116491.0141,10312
Zip Code 10314,Families with Children,2018,Dollars,105643.9859,10314
Zip Code 10314,Families,2019,Dollars,107154,10314
Zip Code 10314,Families with Children,2019,Dollars,109945,10314
Zip Code 10314,Families without Children,2019,Dollars,105450,10314
Zip Code 10314,Families with Children,2017,Dollars,104422.9529,10314
Zip Code 10314,Families,2018,Dollars,103339.9851,10314
Zip Code 10314,Families without Children,2018,Dollars,100661.3169,10314
Zip Code 10314,Families,2017,Dollars,100801.8781,10314
Zip Code 10314,Families without Children,2017,Dollars,98929.80748,10314
Zip Code 10314,All Households,2019,Dollars,91505,10314
Zip Code 10314,All Households,2018,Dollars,88313.58302,10314
Zip Code 10314,All Households,2017,Dollars,84431.95014,10314
Zip Code 10451,Families without Children,2019,Dollars,45956,10451
Zip Code 10451,Families without Children,2018,Dollars,43124.41996,10451
Zip Code 10451,Families with Children,2017,Dollars,29597.48892,10451
Zip Code 10451,All Households,2019,Dollars,30349,10451
Zip Code 10451,Families,2017,Dollars,33960.09141,10451
Zip Code 10451,Families with Children,2018,Dollars,29011.26961,10451
Zip Code 10451,All Households,2018,Dollars,29444.98783,10451
Zip Code 10451,Families with Children,2019,Dollars,28590,10451
Zip Code 10451,All Households,2017,Dollars,28137.37812,10451
Zip Code 10451,Families,2018,Dollars,35607.65549,10451
Zip Code 10451,Families,2019,Dollars,37332,10451
Zip Code 10451,Families without Children,2017,Dollars,38431.15928,10451
Zip Code 10452,Families without Children,2018,Dollars,36915.93699,10452
Zip Code 10452,Families without Children,2019,Dollars,41150,10452
Zip Code 10452,All Households,2018,Dollars,28789.3199,10452
Zip Code 10452,Families with Children,2017,Dollars,28451.30194,10452
Zip Code 10452,All Households,2017,Dollars,28374.12465,10452
Zip Code 10452,Families without Children,2017,Dollars,35257.50416,10452
Zip Code 10452,Families,2019,Dollars,35155,10452
Zip Code 10452,Families with Children,2018,Dollars,29980.51785,10452
Zip Code 10452,All Households,2019,Dollars,29579,10452
Zip Code 10452,Families with Children,2019,Dollars,30744,10452
Zip Code 10452,Families,2018,Dollars,32204.08734,10452
Zip Code 10452,Families,2017,Dollars,31694.8338,10452
Zip Code 10453,Families,2018,Dollars,29966.2642,10453
Zip Code 10453,Families,2017,Dollars,29940.61496,10453
Zip Code 10453,Families,2019,Dollars,33760,10453
Zip Code 10453,All Households,2019,Dollars,29136,10453
Zip Code 10453,Families with Children,2019,Dollars,25919,10453
Zip Code 10453,All Households,2018,Dollars,25732.92996,10453
Zip Code 10453,All Households,2017,Dollars,25469.54709,10453
Zip Code 10453,Families with Children,2018,Dollars,24155.86533,10453
Zip Code 10453,Families with Children,2017,Dollars,23796.67729,10453
Zip Code 10453,Families without Children,2017,Dollars,38646.00416,10453
Zip Code 10453,Families without Children,2018,Dollars,39281.02488,10453
Zip Code 10453,Families without Children,2019,Dollars,42783,10453
Zip Code 10454,Families without Children,2019,Dollars,36085,10454
Zip Code 10454,Families with Children,2018,Dollars,23705.85722,10454
Zip Code 10454,Families with Children,2019,Dollars,23561,10454
Zip Code 10454,Families with Children,2017,Dollars,23509.86981,10454
Zip Code 10454,Families,2017,Dollars,25955.5554,10454
Zip Code 10454,All Households,2017,Dollars,22466.93352,10454
Zip Code 10454,All Households,2018,Dollars,21532.1755,10454
Zip Code 10454,All Households,2019,Dollars,21447,10454
Zip Code 10454,Families,2018,Dollars,27495.29205,10454
Zip Code 10454,Families without Children,2018,Dollars,34583.42888,10454
Zip Code 10454,Families without Children,2017,Dollars,32887.95291,10454
Zip Code 10454,Families,2019,Dollars,30076,10454
Zip Code 10455,Families,2017,Dollars,32134.95291,10455
Zip Code 10455,Families,2018,Dollars,32461.67117,10455
Zip Code 10455,Families,2019,Dollars,33920,10455
Zip Code 10455,All Households,2018,Dollars,27286.57788,10455
Zip Code 10455,All Households,2019,Dollars,28585,10455
Zip Code 10455,Families with Children,2017,Dollars,22736.01108,10455
Zip Code 10455,Families with Children,2018,Dollars,25550.68686,10455
Zip Code 10455,All Households,2017,Dollars,26583.40305,10455
Zip Code 10455,Families with Children,2019,Dollars,26502,10455
Zip Code 10455,Families without Children,2017,Dollars,39305.13989,10455
Zip Code 10455,Families without Children,2018,Dollars,40502.76636,10455
Zip Code 10455,Families without Children,2019,Dollars,42637,10455
Zip Code 10456,Families without Children,2018,Dollars,41534.11979,10456
Zip Code 10456,Families without Children,2019,Dollars,42260,10456
Zip Code 10456,Families without Children,2017,Dollars,39351.02909,10456
Zip Code 10456,Families,2019,Dollars,35269,10456
Zip Code 10456,Families with Children,2017,Dollars,27114.25762,10456
Zip Code 10456,All Households,2017,Dollars,27871.42936,10456
Zip Code 10456,All Households,2018,Dollars,27597.10384,10456
Zip Code 10456,Families with Children,2018,Dollars,27930.02839,10456
Zip Code 10456,All Households,2019,Dollars,27917,10456
Zip Code 10456,Families,2018,Dollars,33476.73472,10456
Zip Code 10456,Families,2017,Dollars,31661.45983,10456
Zip Code 10456,Families with Children,2019,Dollars,31099,10456
Zip Code 10457,All Households,2019,Dollars,29767,10457
Zip Code 10457,Families,2017,Dollars,33290.52632,10457
Zip Code 10457,Families,2018,Dollars,33902.308,10457
Zip Code 10457,All Households,2018,Dollars,27916.79286,10457
Zip Code 10457,Families with Children,2019,Dollars,26999,10457
Zip Code 10457,Families with Children,2017,Dollars,26974.50416,10457
Zip Code 10457,All Households,2017,Dollars,28196.82548,10457
Zip Code 10457,Families with Children,2018,Dollars,25379.64305,10457
Zip Code 10457,Families,2019,Dollars,38096,10457
Zip Code 10457,Families without Children,2017,Dollars,42696.7687,10457
Zip Code 10457,Families without Children,2018,Dollars,44866.41969,10457
Zip Code 10457,Families without Children,2019,Dollars,49338,10457
Zip Code 10458,Families without Children,2019,Dollars,47544,10458
Zip Code 10458,Families without Children,2018,Dollars,46482.1728,10458
Zip Code 10458,Families,2019,Dollars,38624,10458
Zip Code 10458,Families,2018,Dollars,37517.64467,10458
Zip Code 10458,Families,2017,Dollars,35878.05125,10458
Zip Code 10458,All Households,2019,Dollars,35423,10458
Zip Code 10458,Families without Children,2017,Dollars,41483.8338,10458
Zip Code 10458,All Households,2018,Dollars,34546.77664,10458
Zip Code 10458,All Households,2017,Dollars,33508.5,10458
Zip Code 10458,Families with Children,2018,Dollars,29874.63359,10458
Zip Code 10458,Families with Children,2017,Dollars,31623.91413,10458
Zip Code 10458,Families with Children,2019,Dollars,31754,10458
Zip Code 10459,Families with Children,2018,Dollars,31823.31125,10459
Zip Code 10459,Families with Children,2019,Dollars,31228,10459
Zip Code 10459,Families,2017,Dollars,33100.71191,10459
Zip Code 10459,Families,2018,Dollars,34703.56679,10459
Zip Code 10459,All Households,2018,Dollars,28188.63034,10459
Zip Code 10459,Families with Children,2017,Dollars,29349.27008,10459
Zip Code 10459,All Households,2019,Dollars,29284,10459
Zip Code 10459,All Households,2017,Dollars,26868.12465,10459
Zip Code 10459,Families,2019,Dollars,35536,10459
Zip Code 10459,Families without Children,2017,Dollars,36454.79501,10459
Zip Code 10459,Families without Children,2018,Dollars,38867.66901,10459
Zip Code 10459,Families without Children,2019,Dollars,44762,10459
Zip Code 10460,Families without Children,2019,Dollars,44649,10460
Zip Code 10460,Families without Children,2018,Dollars,37607.23905,10460
Zip Code 10460,Families without Children,2017,Dollars,35964.61496,10460
Zip Code 10460,All Households,2017,Dollars,27062.1108,10460
Zip Code 10460,All Households,2018,Dollars,27352.75554,10460
Zip Code 10460,Families with Children,2017,Dollars,25230.71468,10460
Zip Code 10460,Families with Children,2018,Dollars,24832.91374,10460
Zip Code 10460,All Households,2019,Dollars,27545,10460
Zip Code 10460,Families with Children,2019,Dollars,25665,10460
Zip Code 10460,Families,2019,Dollars,33282,10460
Zip Code 10460,Families,2018,Dollars,31209.38615,10460
Zip Code 10460,Families,2017,Dollars,30178.40443,10460
Zip Code 10461,All Households,2019,Dollars,58305,10461
Zip Code 10461,All Households,2017,Dollars,58244.86288,10461
Zip Code 10461,Families with Children,2018,Dollars,57732.37561,10461
Zip Code 10461,All Households,2018,Dollars,57637.69064,10461
Zip Code 10461,Families with Children,2019,Dollars,60313,10461
Zip Code 10461,Families with Children,2017,Dollars,61007.60111,10461
Zip Code 10461,Families without Children,2017,Dollars,74078.72161,10461
Zip Code 10461,Families without Children,2019,Dollars,71779,10461
Zip Code 10461,Families without Children,2018,Dollars,71696.88075,10461
Zip Code 10461,Families,2017,Dollars,68795.20637,10461
Zip Code 10461,Families,2019,Dollars,68066,10461
Zip Code 10461,Families,2018,Dollars,66569.63899,10461
Zip Code 10462,Families without Children,2017,Dollars,66655.10111,10462
Zip Code 10462,Families without Children,2019,Dollars,67672,10462
Zip Code 10462,Families without Children,2018,Dollars,63408.38291,10462
Zip Code 10462,Families,2019,Dollars,59538,10462
Zip Code 10462,Families,2018,Dollars,58552.97864,10462
Zip Code 10462,Families,2017,Dollars,58445.10665,10462
Zip Code 10462,Families with Children,2019,Dollars,52707,10462
Zip Code 10462,All Households,2017,Dollars,52107.18283,10462
Zip Code 10462,Families with Children,2017,Dollars,51407.37258,10462
Zip Code 10462,Families with Children,2018,Dollars,53799.38615,10462
Zip Code 10462,All Households,2018,Dollars,53358.5411,10462
Zip Code 10462,All Households,2019,Dollars,54278,10462
Zip Code 10463,All Households,2019,Dollars,58408,10463
Zip Code 10463,All Households,2018,Dollars,59611.82125,10463
Zip Code 10463,Families with Children,2017,Dollars,63624.32825,10463
Zip Code 10463,All Households,2017,Dollars,61409.13158,10463
Zip Code 10463,Families with Children,2018,Dollars,65051.6252,10463
Zip Code 10463,Families with Children,2019,Dollars,64616,10463
Zip Code 10463,Families without Children,2019,Dollars,67402,10463
Zip Code 10463,Families,2019,Dollars,66470,10463
Zip Code 10463,Families,2018,Dollars,69008.03137,10463
Zip Code 10463,Families,2017,Dollars,70010.22715,10463
Zip Code 10463,Families without Children,2018,Dollars,71246.87263,10463
Zip Code 10463,Families without Children,2017,Dollars,76147.9072,10463
Zip Code 10464,All Households,2017,Dollars,91625.08172,10464
Zip Code 10464,All Households,2019,Dollars,96366,10464
Zip Code 10464,All Households,2018,Dollars,95056.57788,10464
Zip Code 10464,Families with Children,2017,Dollars,128959.072,10464
Zip Code 10464,Families without Children,2019,Dollars,125915,10464
Zip Code 10464,Families,2017,Dollars,126792.8934,10464
Zip Code 10464,Families without Children,2017,Dollars,124915.608,10464
Zip Code 10464,Families with Children,2019,Dollars,148594,10464
Zip Code 10464,Families with Children,2018,Dollars,134597.2228,10464
Zip Code 10464,Families,2018,Dollars,134052.5297,10464
Zip Code 10464,Families without Children,2018,Dollars,133813.272,10464
Zip Code 10464,Families,2019,Dollars,132596,10464
Zip Code 10465,Families without Children,2018,Dollars,95344.70525,10465
Zip Code 10465,Families,2018,Dollars,95465.86128,10465
Zip Code 10465,Families with Children,2018,Dollars,95817.11195,10465
Zip Code 10465,Families,2017,Dollars,96583.20083,10465
Zip Code 10465,Families,2019,Dollars,95996,10465
Zip Code 10465,Families without Children,2017,Dollars,98780.66759,10465
Zip Code 10465,Families without Children,2019,Dollars,97953,10465
Zip Code 10465,Families with Children,2017,Dollars,90542.51385,10465
Zip Code 10465,Families with Children,2019,Dollars,92754,10465
Zip Code 10465,All Households,2018,Dollars,76151.14657,10465
Zip Code 10465,All Households,2019,Dollars,75617,10465
Zip Code 10465,All Households,2017,Dollars,77259.67729,10465
Zip Code 10466,Families without Children,2019,Dollars,79009,10466
Zip Code 10466,Families without Children,2017,Dollars,71701.86981,10466
Zip Code 10466,Families without Children,2018,Dollars,72790.33937,10466
Zip Code 10466,Families,2019,Dollars,67912,10466
Zip Code 10466,Families,2017,Dollars,61317.35319,10466
Zip Code 10466,Families,2018,Dollars,62785.29475,10466
Zip Code 10466,All Households,2019,Dollars,58393,10466
Zip Code 10466,Families with Children,2019,Dollars,54786,10466
Zip Code 10466,All Households,2017,Dollars,52048.77839,10466
Zip Code 10466,All Households,2018,Dollars,52409.65522,10466
Zip Code 10466,Families with Children,2017,Dollars,50157.9349,10466
Zip Code 10466,Families with Children,2018,Dollars,50106.67253,10466
Zip Code 10467,Families without Children,2017,Dollars,47912.49307,10467
Zip Code 10467,Families without Children,2018,Dollars,48872.71363,10467
Zip Code 10467,Families,2018,Dollars,42481.98756,10467
Zip Code 10467,Families,2019,Dollars,46530,10467
Zip Code 10467,Families without Children,2019,Dollars,52038,10467
Zip Code 10467,Families with Children,2017,Dollars,34563.95152,10467
Zip Code 10467,All Households,2017,Dollars,36900.12881,10467
Zip Code 10467,All Households,2018,Dollars,37685.63413,10467
Zip Code 10467,Families with Children,2018,Dollars,37489.13737,10467
Zip Code 10467,All Households,2019,Dollars,39372,10467
Zip Code 10467,Families with Children,2019,Dollars,40961,10467
Zip Code 10467,Families,2017,Dollars,40405.43767,10467
Zip Code 10468,Families,2017,Dollars,40164.51939,10468
Zip Code 10468,Families,2019,Dollars,41488,10468
Zip Code 10468,Families,2018,Dollars,41317.26068,10468
Zip Code 10468,All Households,2019,Dollars,37804,10468
Zip Code 10468,All Households,2018,Dollars,36699.07788,10468
Zip Code 10468,All Households,2017,Dollars,36917.85873,10468
Zip Code 10468,Families with Children,2019,Dollars,37437,10468
Zip Code 10468,Families with Children,2018,Dollars,34689.31314,10468
Zip Code 10468,Families with Children,2017,Dollars,33068.38089,10468
Zip Code 10468,Families without Children,2019,Dollars,46462,10468
Zip Code 10468,Families without Children,2017,Dollars,46380.41967,10468
Zip Code 10468,Families without Children,2018,Dollars,47913.64657,10468
Zip Code 10469,All Households,2017,Dollars,63712.97784,10469
Zip Code 10469,All Households,2018,Dollars,64805.24067,10469
Zip Code 10469,Families with Children,2017,Dollars,65465.1108,10469
Zip Code 10469,Families with Children,2019,Dollars,65407,10469
Zip Code 10469,All Households,2019,Dollars,65399,10469
Zip Code 10469,Families with Children,2018,Dollars,66356.85235,10469
Zip Code 10469,Families,2018,Dollars,75316.28989,10469
Zip Code 10469,Families,2019,Dollars,73973,10469
Zip Code 10469,Families,2017,Dollars,74784.78947,10469
Zip Code 10469,Families without Children,2017,Dollars,81100.81163,10469
Zip Code 10469,Families without Children,2019,Dollars,79935,10469
Zip Code 10469,Families without Children,2018,Dollars,81985.98026,10469
Zip Code 10470,Families without Children,2019,Dollars,81667,10470
Zip Code 10470,Families without Children,2017,Dollars,76856.06094,10470
Zip Code 10470,Families without Children,2018,Dollars,71841.45349,10470
Zip Code 10470,Families,2019,Dollars,71506,10470
Zip Code 10470,Families with Children,2019,Dollars,66393,10470
Zip Code 10470,Families,2017,Dollars,70800.77285,10470
Zip Code 10470,Families,2018,Dollars,68800.33532,10470
Zip Code 10470,All Households,2019,Dollars,61266,10470
Zip Code 10470,Families with Children,2018,Dollars,58507.16333,10470
Zip Code 10470,All Households,2018,Dollars,58195.61925,10470
Zip Code 10470,Families with Children,2017,Dollars,56163.16205,10470
Zip Code 10470,All Households,2017,Dollars,59090.68421,10470
Zip Code 10471,All Households,2017,Dollars,84406.91967,10471
Zip Code 10471,All Households,2019,Dollars,88722,10471
Zip Code 10471,All Households,2018,Dollars,87259.83099,10471
Zip Code 10471,Families without Children,2018,Dollars,111693.6425,10471
Zip Code 10471,Families,2017,Dollars,109018.1302,10471
Zip Code 10471,Families without Children,2019,Dollars,109429,10471
Zip Code 10471,Families without Children,2017,Dollars,108332.9211,10471
Zip Code 10471,Families with Children,2019,Dollars,127000,10471
Zip Code 10471,Families with Children,2018,Dollars,117204.7147,10471
Zip Code 10471,Families,2018,Dollars,112619.1117,10471
Zip Code 10471,Families with Children,2017,Dollars,112517.1814,10471
Zip Code 10471,Families,2019,Dollars,114241,10471
Zip Code 10472,Families without Children,2019,Dollars,48573,10472
Zip Code 10472,Families with Children,2019,Dollars,33327,10472
Zip Code 10472,All Households,2019,Dollars,33498,10472
Zip Code 10472,All Households,2018,Dollars,31538.23824,10472
Zip Code 10472,Families with Children,2018,Dollars,32023.88048,10472
Zip Code 10472,All Households,2017,Dollars,31906.54986,10472
Zip Code 10472,Families with Children,2017,Dollars,32066.11911,10472
Zip Code 10472,Families,2017,Dollars,36452.70914,10472
Zip Code 10472,Families,2018,Dollars,36587.08491,10472
Zip Code 10472,Families,2019,Dollars,38655,10472
Zip Code 10472,Families without Children,2018,Dollars,41622.69605,10472
Zip Code 10472,Families without Children,2017,Dollars,41065.61634,10472
Zip Code 10473,All Households,2017,Dollars,40595.25208,10473
Zip Code 10473,Families with Children,2017,Dollars,42249.34903,10473
Zip Code 10473,All Households,2019,Dollars,41508,10473
